record_id,municipality_id,official_psgc_code,municipality,category,subcategory,official_name,alternate_or_local_name,barangay,complete_address,latitude,longitude,map_link,short_description,full_description,key_features,activities_available,products_or_services_offered,amenities,operating_status,operating_days,opening_time,closing_time,seasonal_availability,entrance_fee,price_range,other_fees,contact_person_publicly_listed,telephone_number,mobile_number,email_address,official_website,official_social_media_page,booking_link,accessibility_information,parking_availability,public_transportation_access,recommended_visit_duration,best_time_to_visit,safety_or_travel_advisory,tourism_accreditation_or_registration,primary_source,secondary_verification_source,date_accessed,date_information_last_confirmed,verification_status,confidence_level,photo_availability,cover_photo_id,application_page_route,notes,source_ids,source_id
MADIA-GAR-FAC-003,MADIA-MUN-GAR,0501714000,Garchitorena,Municipal or Emergency Facility,Public Facility,Garchitorena Police Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility record for police station services in Garchitorena; exact address, hotline and operating details require confirmation.","A visitor-support facility record for police station services in Garchitorena; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Garchitorena. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/garchitorena/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/garchitorena/garchitorena-police-station,,,MADIA-SRC-001
MADIA-GAR-FAC-004,MADIA-MUN-GAR,0501714000,Garchitorena,Municipal or Emergency Facility,Public Facility,Garchitorena Fire Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility record for fire station services in Garchitorena; exact address, hotline and operating details require confirmation.","A visitor-support facility record for fire station services in Garchitorena; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Garchitorena. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/garchitorena/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/garchitorena/garchitorena-fire-station,,,MADIA-SRC-001
MADIA-GAR-FAC-005,MADIA-MUN-GAR,0501714000,Garchitorena,Municipal or Emergency Facility,Public Facility,Garchitorena Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A visitor-support facility record for municipal disaster risk reduction and management office services in Garchitorena; exact address, hotline and operating details require confirmation.","A visitor-support facility record for municipal disaster risk reduction and management office services in Garchitorena; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Garchitorena. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/garchitorena/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/garchitorena/garchitorena-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-001
MADIA-GAR-FAC-006,MADIA-MUN-GAR,0501714000,Garchitorena,Municipal or Emergency Facility,Public Facility,Garchitorena Public Market,,Not publicly available,Not publicly available,,,,"A visitor-support facility record for public market services in Garchitorena; exact address, hotline and operating details require confirmation.","A visitor-support facility record for public market services in Garchitorena; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Garchitorena. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/garchitorena/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/garchitorena/garchitorena-public-market,,,MADIA-SRC-001
MADIA-GOA-FAC-001,MADIA-MUN-GOA,0501715000,Goa,Municipal or Emergency Facility,Public Facility,Goa Municipal Hall,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Goa. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/goa/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/goa/goa-municipal-hall,,,MADIA-SRC-002
MADIA-GOA-FAC-002,MADIA-MUN-GOA,0501715000,Goa,Municipal or Emergency Facility,Public Facility,Goa Rural Health Unit,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Goa. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/goa/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/goa/goa-rural-health-unit,,,MADIA-SRC-002
MADIA-GOA-FAC-003,MADIA-MUN-GOA,0501715000,Goa,Municipal or Emergency Facility,Public Facility,Goa Police Station,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Goa. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/goa/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/goa/goa-police-station,,,MADIA-SRC-002
MADIA-GOA-FAC-004,MADIA-MUN-GOA,0501715000,Goa,Municipal or Emergency Facility,Public Facility,Goa Fire Station,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Goa. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/goa/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/goa/goa-fire-station,,,MADIA-SRC-002
MADIA-GOA-FAC-005,MADIA-MUN-GOA,0501715000,Goa,Municipal or Emergency Facility,Public Facility,Goa Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Goa. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/goa/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/goa/goa-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-002
MADIA-GOA-FAC-006,MADIA-MUN-GOA,0501715000,Goa,Municipal or Emergency Facility,Public Facility,Goa Public Market,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Goa. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/goa/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/goa/goa-public-market,,,MADIA-SRC-002
MADIA-GOA-FAC-007,MADIA-MUN-GOA,0501715000,Goa,Municipal or Emergency Facility,Public Facility,Goa Transport Terminal,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Goa; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Goa. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/goa/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/goa/goa-transport-terminal,,,MADIA-SRC-002
MADIA-LAG-FAC-001,MADIA-MUN-LAG,0501717000,Lagonoy,Municipal or Emergency Facility,Public Facility,Lagonoy Municipal Hall,,Not publicly available,Not publicly available,,,,"A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation.","A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Lagonoy. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/lagonoy/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/lagonoy/lagonoy-municipal-hall,,,MADIA-SRC-008
MADIA-LAG-FAC-002,MADIA-MUN-LAG,0501717000,Lagonoy,Municipal or Emergency Facility,Public Facility,Lagonoy Rural Health Unit,,Not publicly available,Not publicly available,,,,"A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation.","A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Lagonoy. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/lagonoy/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/lagonoy/lagonoy-rural-health-unit,,,MADIA-SRC-008
MADIA-LAG-FAC-003,MADIA-MUN-LAG,0501717000,Lagonoy,Municipal or Emergency Facility,Public Facility,Lagonoy Police Station,,Not publicly available,Not publicly available,,,,"A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation.","A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Lagonoy. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/lagonoy/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/lagonoy/lagonoy-police-station,,,MADIA-SRC-008
MADIA-LAG-FAC-004,MADIA-MUN-LAG,0501717000,Lagonoy,Municipal or Emergency Facility,Public Facility,Lagonoy Fire Station,,Not publicly available,Not publicly available,,,,"A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation.","A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Lagonoy. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/lagonoy/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/lagonoy/lagonoy-fire-station,,,MADIA-SRC-008
MADIA-LAG-FAC-005,MADIA-MUN-LAG,0501717000,Lagonoy,Municipal or Emergency Facility,Public Facility,Lagonoy Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation.","A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Lagonoy. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/lagonoy/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/lagonoy/lagonoy-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-008
MADIA-LAG-FAC-006,MADIA-MUN-LAG,0501717000,Lagonoy,Municipal or Emergency Facility,Public Facility,Lagonoy Public Market,,Not publicly available,Not publicly available,,,,"A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation.","A public facility supporting residents and visitors in Lagonoy; exact address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Lagonoy. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/lagonoy/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/lagonoy/lagonoy-public-market,,,MADIA-SRC-008
