record_id,municipality_id,official_psgc_code,municipality,category,subcategory,official_name,alternate_or_local_name,barangay,complete_address,latitude,longitude,map_link,short_description,full_description,key_features,activities_available,products_or_services_offered,amenities,operating_status,operating_days,opening_time,closing_time,seasonal_availability,entrance_fee,price_range,other_fees,contact_person_publicly_listed,telephone_number,mobile_number,email_address,official_website,official_social_media_page,booking_link,accessibility_information,parking_availability,public_transportation_access,recommended_visit_duration,best_time_to_visit,safety_or_travel_advisory,tourism_accreditation_or_registration,primary_source,secondary_verification_source,date_accessed,date_information_last_confirmed,verification_status,confidence_level,photo_availability,cover_photo_id,application_page_route,notes,source_ids,source_id
MADIA-SAG-SRV-001,MADIA-MUN-SAG,0501731000,Sagñay,Tourism Service,Tourism Office,Sagñay Municipal Tourism Office,,Not publicly available,Not publicly available,,,,"The primary local office for validating Atulayan access, beach sites, boat operators, events, fees and visitor advisories.","The primary local office for validating Atulayan access, beach sites, boat operators, events, fees and visitor advisories. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-municipal-tourism-office,,,MADIA-SRC-015
MADIA-SAG-SRV-002,MADIA-MUN-SAG,0501731000,Sagñay,Tourism Service,Boat / Island Transfer,Atulayan Island boat operators,,Not publicly available,Not publicly available,,,,"A provisional operator cluster for Atulayan transfers; accredited providers, routes, capacity, rates and weather rules require confirmation.","A provisional operator cluster for Atulayan transfers; accredited providers, routes, capacity, rates and weather rules require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/atulayan-island-boat-operators,,,MADIA-SRC-015
MADIA-SJO-SRV-001,MADIA-MUN-SJO,0501733000,San Jose,Tourism Service,Tourism Office,San Jose Municipal Tourism Office,,Not publicly available,Not publicly available,,,,"The municipal office expected to validate Sabang, Adiangao Cave, accommodation, Dolo Port, events and visitor-service information.","The municipal office expected to validate Sabang, Adiangao Cave, accommodation, Dolo Port, events and visitor-service information. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-municipal-tourism-office,,,MADIA-SRC-021
MADIA-SJO-SRV-002,MADIA-MUN-SJO,0501733000,San Jose,Tourism Service,Event / Motorcycle Tourism,Motorally Camp de San Jose organizer and visitor services,,Not publicly available,Not publicly available,,,,"A working service record for motorcycle-tourism event coordination in San Jose; organizer contacts, visitor services and future schedules require confirmation.","A working service record for motorcycle-tourism event coordination in San Jose; organizer contacts, visitor services and future schedules require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tpb.gov.ph/wp-content/uploads/2026/04/TPB-ITB-NO.-2026-012_Technical-Specifications.pdf,,2026-06-29,,PARTIALLY VERIFIED,High,Lead only,,/municipalities/san-jose/motorally-camp-de-san-jose-organizer-and-visitor-services,,,MADIA-SRC-026
MADIA-SIR-SRV-001,MADIA-MUN-SIR,0501735000,Siruma,Tourism Service,Tourism Office,Siruma Municipal Tourism Office,,Not publicly available,Not publicly available,,,,"The primary local office for validating beaches, islands, diving sites, operators, land-access conditions and visitor advisories.","The primary local office for validating beaches, islands, diving sites, operators, land-access conditions and visitor advisories. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-municipal-tourism-office,,,MADIA-SRC-027
MADIA-SIR-SRV-002,MADIA-MUN-SIR,0501735000,Siruma,Tourism Service,Boat / Island Transfer,Siruma coastal boat operators,,Not publicly available,Not publicly available,,,,"A provisional cluster for coastal and island transfers; accredited operators, routes, rates, capacity and sea-safety rules require confirmation.","A provisional cluster for coastal and island transfers; accredited operators, routes, rates, capacity and sea-safety rules require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-coastal-boat-operators,,,MADIA-SRC-027
MADIA-TIG-SRV-001,MADIA-MUN-TIG,0501736000,Tigaon,Tourism Service,Tourism Office,Tigaon Municipal Tourism Office,,Not publicly available,Not publicly available,,,,"The municipal office expected to validate waterfalls, Mount Isarog access, resorts, museum, events and visitor-support data.","The municipal office expected to validate waterfalls, Mount Isarog access, resorts, museum, events and visitor-support data. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-municipal-tourism-office,,,MADIA-SRC-031
MADIA-TIG-SRV-002,MADIA-MUN-TIG,0501736000,Tigaon,Tourism Service,Nature Guide Service,Tigaon and Consocep nature guides,,Not publicly available,Not publicly available,,,,"A provisional service cluster for waterfalls, forest and mountain access; accredited guide roster and rates remain unavailable.","A provisional service cluster for waterfalls, forest and mountain access; accredited guide roster and rates remain unavailable. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-and-consocep-nature-guides,,,MADIA-SRC-031
MADIA-TIN-SRV-001,MADIA-MUN-TIN,0501737000,Tinambac,Tourism Service,Tourism Office,Tinambac Tourism and Cultural Office,,Not publicly available,Not publicly available,,,,"The municipal office coordinating tourism and cultural activities, including Senakulo; public contact details and office hours require confirmation.","The municipal office coordinating tourism and cultural activities, including Senakulo; public contact details and office hours require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/tinambac-senakulo-2026/,,2026-06-29,,PARTIALLY VERIFIED,High,Lead only,,/municipalities/tinambac/tinambac-tourism-and-cultural-office,,,MADIA-SRC-043
MADIA-TIN-SRV-002,MADIA-MUN-TIN,0501737000,Tinambac,Tourism Service,Coastal / Boat Service,Tinambac coastal boat and landing services,,Not publicly available,Not publicly available,,,,"A provisional service cluster for coastal transport and fishing-community access; operators, routes, schedules, fares and sea-safety rules require confirmation.","A provisional service cluster for coastal transport and fishing-community access; operators, routes, schedules, fares and sea-safety rules require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/sea-travel-advisory/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tinambac/tinambac-coastal-boat-and-landing-services,,,MADIA-SRC-047
